"Date","GMT","Max_TemperatureC","Mean_TemperatureC","Min_TemperatureC","Dew_PointC","MeanDew_PointC","Min_DewpointC","Max_Humidity","Mean_Humidity","Min_Humidity","Max_Sea_Level_PressurehPa","Mean_Sea_Level_PressurehPa","Min_Sea_Level_PressurehPa","Max_VisibilityKm","Mean_VisibilityKm","Min_VisibilitykM","Max_Wind_SpeedKm_h","Mean_Wind_SpeedKm_h","Max_Gust_SpeedKm_h","Precipitationmm","CloudCover","Events","WindDirDegrees"
2011-07-28,"2011-7-28",23,19,15,14,12,11,88,67,47,1023,1022,1021,10,9,6,14,6,NA,0,4,"",26
2011-07-29,"2011-7-29",20,17,14,14,12,8,94,74,60,1024,1023,1023,10,9,1,14,8,NA,0,5,"Fog",39
2011-07-30,"2011-7-30",21,16,11,11,8,7,82,60,40,1024,1022,1019,10,10,10,14,10,NA,0,5,"",18
2011-07-31,"2011-7-31",24,19,14,12,11,8,82,61,44,1019,1016,1014,10,10,10,14,6,NA,0,3,"",181
2011-08-01,"2011-8-1",27,21,15,14,12,8,77,56,37,1015,1013,1012,10,10,10,16,8,NA,0,1,"",120
2011-08-02,"2011-8-2",28,23,18,15,13,11,83,58,39,1015,1014,1013,10,10,10,14,6,NA,0,1,"Rain",112
2011-08-03,"2011-8-3",29,23,18,14,12,10,77,52,33,1015,1014,1013,10,10,10,21,6,NA,0,1,"",222
2011-08-04,"2011-8-4",21,19,17,18,15,12,94,80,60,1015,1010,1007,10,9,5,24,14,NA,0,5,"Rain",212
2011-08-05,"2011-8-5",24,20,16,14,13,10,88,67,41,1012,1011,1009,10,10,10,21,13,NA,0,4,"",222
2011-08-06,"2011-8-6",19,17,15,13,11,9,82,69,52,1009,1004,1001,10,10,10,21,11,NA,0,2,"Rain",223
2011-08-07,"2011-8-7",20,17,13,12,11,9,82,70,52,1003,1002,1001,10,10,10,26,18,45,0,2,"Rain",237
2011-08-08,"2011-8-8",21,17,13,12,10,7,94,67,43,1014,1007,1000,10,10,9,37,19,NA,0,3,"Rain",261
2011-08-09,"2011-8-9",21,17,13,10,7,5,72,55,35,1026,1021,1015,10,10,10,26,18,NA,0,4,"",296
2011-08-10,"2011-8-10",23,18,13,13,9,7,77,60,43,1026,1021,1016,10,10,10,29,11,NA,0,1,"",237
2011-08-11,"2011-8-11",22,19,16,17,13,10,88,73,63,1015,1011,1008,10,10,6,29,21,NA,0,4,"Rain",235
2011-08-12,"2011-8-12",22,19,17,15,14,13,88,73,57,1011,1010,1009,10,10,10,19,14,NA,0,4,"Rain",238
2011-08-13,"2011-8-13",22,19,17,16,14,11,88,73,53,1009,1006,1005,10,10,9,26,13,NA,0,5,"Rain",228
2011-08-14,"2011-8-14",22,19,16,13,11,8,82,60,43,1011,1007,1005,10,10,10,24,14,NA,0,5,"",259
2011-08-15,"2011-8-15",22,17,13,13,9,7,82,59,40,1018,1015,1011,10,10,10,23,13,NA,0,2,"Rain",252
2011-08-16,"2011-8-16",21,18,15,14,13,11,82,73,60,1018,1016,1015,10,10,10,27,13,39,0,5,"Rain",218
2011-08-17,"2011-8-17",20,18,15,14,10,7,88,66,43,1018,1017,1016,10,10,10,19,10,NA,0,4,"Rain",54
2011-08-18,"2011-8-18",18,16,13,12,11,10,94,77,59,1017,1015,1013,10,10,4,26,14,NA,0,6,"Rain",29
2011-08-19,"2011-8-19",22,16,11,11,10,8,94,69,41,1020,1019,1015,10,10,7,19,10,NA,0,3,"",244
2011-08-20,"2011-8-20",21,18,15,14,13,10,82,73,60,1020,1018,1015,10,10,10,19,11,NA,0,2,"Rain",209
2011-08-21,"2011-8-21",23,19,15,14,12,9,82,62,43,1017,1014,1011,10,10,10,24,10,NA,0,3,"",262
2011-08-22,"2011-8-22",22,18,14,13,11,8,82,65,46,1020,1019,1017,10,10,10,23,10,NA,0,1,"",103
2011-08-23,"2011-8-23",17,16,15,15,13,11,94,86,72,1018,1013,1011,10,8,3,23,11,NA,0,6,"Rain",5
2011-08-24,"2011-8-24",21,18,15,14,12,9,94,74,46,1014,1013,1012,10,9,5,23,10,NA,0,4,"Rain",228
2011-08-25,"2011-8-25",20,17,14,14,11,7,88,73,46,1013,1010,1008,10,10,7,24,13,37,0,3,"Rain",171
2011-08-26,"2011-8-26",17,16,14,14,13,12,94,87,77,1008,1004,1002,10,9,3,26,8,NA,0,5,"Rain-Thunderstorm",209
2011-08-27,"2011-8-27",18,16,13,12,11,8,94,76,52,1016,1012,1007,10,9,5,26,14,NA,0,4,"Rain",262
2011-08-28,"2011-8-28",19,16,13,11,10,8,82,70,52,1017,1015,1014,10,10,10,27,18,NA,0,2,"Rain",243
2011-08-29,"2011-8-29",17,14,12,10,7,5,82,63,48,1018,1017,1016,10,10,10,23,16,NA,0,2,"Rain",277
2011-08-30,"2011-8-30",17,14,13,10,9,7,77,65,55,1018,1017,1016,10,10,10,14,10,NA,0,6,"",294
2011-08-31,"2011-8-31",18,16,14,11,9,8,82,66,52,1016,1016,1015,10,10,10,14,3,NA,0,6,"",56
2011-09-01,"2011-9-1",19,16,12,12,11,9,94,74,52,1016,1014,1012,10,10,10,27,13,NA,0,2,"",75
2011-09-02,"2011-9-2",26,20,14,16,14,12,94,72,44,1012,1011,1010,10,8,5,19,8,NA,0,3,"Rain",241
2011-09-03,"2011-9-3",24,19,15,15,14,13,94,71,57,1010,1009,1007,10,9,6,21,11,NA,0,3,"",224
2011-09-04,"2011-9-4",20,18,15,16,13,10,88,77,63,1007,1006,1005,10,10,4,23,13,NA,0,4,"Rain",211
2011-09-05,"2011-9-5",19,16,13,13,9,7,82,68,46,1015,1011,1007,10,10,4,37,21,52,0,3,"Rain",231
2011-09-06,"2011-9-6",19,17,14,15,12,9,88,77,67,1014,1007,1004,10,10,4,37,27,61,0,3,"Rain",226
2011-09-07,"2011-9-7",17,14,13,10,9,9,82,71,59,1012,1010,1007,10,10,10,34,27,NA,0,3,"Rain",246
2011-09-08,"2011-9-8",20,17,13,15,12,10,88,75,64,1011,1009,1008,10,10,10,27,21,NA,0,4,"Rain",239
2011-09-09,"2011-9-9",22,19,16,16,16,14,94,80,68,1010,1009,1008,10,10,6,21,11,NA,0,6,"Rain",230
2011-09-10,"2011-9-10",24,20,16,18,16,13,88,78,61,1009,1004,1002,10,10,10,27,13,NA,0,4,"Rain",187
2011-09-11,"2011-9-11",21,18,16,14,12,9,88,71,46,1007,1005,1003,10,10,7,34,21,47,0,2,"Rain",218
2011-09-12,"2011-9-12",22,19,15,16,12,8,88,67,46,1009,1004,1000,10,10,7,40,27,64,0,3,"Rain",229
2011-09-13,"2011-9-13",19,16,13,12,8,4,77,64,42,1015,1012,1010,10,10,7,39,24,55,0,2,"Rain",245
2011-09-14,"2011-9-14",19,14,11,9,7,5,82,63,40,1020,1017,1015,10,10,10,26,19,NA,0,2,"",250
2011-09-15,"2011-9-15",20,15,10,12,9,8,87,69,46,1021,1020,1019,10,10,10,19,8,NA,0,3,"",155
2011-09-16,"2011-9-16",22,17,13,13,11,9,94,71,46,1019,1013,1008,10,9,7,21,13,NA,0,3,"",135
2011-09-17,"2011-9-17",18,14,11,12,10,7,88,74,49,1010,1006,1003,10,10,8,34,18,NA,0,3,"Rain",230
2011-09-18,"2011-9-18",17,13,9,10,9,7,93,78,55,1007,1003,1002,10,10,10,21,13,NA,0,2,"Rain",256
2011-09-19,"2011-9-19",19,14,11,13,10,8,82,72,52,1016,1013,1007,10,10,10,27,18,NA,0,4,"",248
2011-09-20,"2011-9-20",19,17,15,14,13,11,88,75,68,1019,1017,1016,10,10,5,26,18,NA,0,6,"Rain",220
2011-09-21,"2011-9-21",18,16,14,14,11,7,94,77,49,1018,1017,1016,10,9,5,27,13,NA,0,4,"Rain",239
2011-09-22,"2011-9-22",18,16,13,11,9,7,82,67,49,1020,1019,1017,10,10,10,24,19,NA,0,3,"",247
2011-09-23,"2011-9-23",19,14,11,10,9,8,88,72,52,1020,1018,1016,10,10,10,21,11,NA,0,1,"",218
2011-09-24,"2011-9-24",20,15,10,13,11,9,94,76,52,1016,1014,1013,10,10,8,13,6,NA,0,3,"",181
2011-09-25,"2011-9-25",21,17,13,14,12,11,88,74,53,1017,1016,1015,10,10,7,26,10,NA,0,3,"",192
2011-09-26,"2011-9-26",22,19,16,16,14,13,88,75,60,1025,1020,1016,10,10,9,19,11,NA,0,4,"Rain",226
2011-09-27,"2011-9-27",23,18,13,15,13,12,94,81,53,1030,1028,1026,10,8,1,19,6,NA,0,5,"",219
2011-09-28,"2011-9-28",25,19,14,16,14,12,94,75,47,1029,1026,1024,9,6,2,16,6,NA,0,NA,"",94
2011-09-29,"2011-9-29",27,21,15,15,14,11,94,70,37,1025,1023,1022,10,5,2,13,6,NA,0,NA,"",88
2011-09-30,"2011-9-30",28,21,15,16,13,10,94,66,32,1024,1023,1022,10,7,4,14,6,NA,0,NA,"",102
2011-10-01,"2011-10-1",29,21,14,15,13,9,94,64,29,1025,1024,1024,10,9,6,11,3,NA,0,NA,"",92
2011-10-02,"2011-10-2",28,21,15,14,11,8,88,58,28,1025,1024,1022,10,9,8,23,6,NA,0,NA,"",212
2011-10-03,"2011-10-3",27,22,17,15,11,8,83,57,32,1022,1019,1016,10,9,7,29,14,52,0,4,"",228
2011-10-04,"2011-10-4",19,17,16,15,13,11,83,74,60,1021,1020,1018,10,10,8,24,21,42,0,6,"",247
2011-10-05,"2011-10-5",20,18,16,15,13,12,83,74,60,1020,1016,1010,10,10,10,35,23,50,0,5,"",233
2011-10-06,"2011-10-6",18,14,11,15,6,2,83,60,42,1011,1010,1007,10,10,4,40,29,61,0,3,"Rain",255
2011-10-07,"2011-10-7",16,13,10,8,7,5,76,67,52,1022,1017,1011,10,10,10,34,24,39,0,3,"Rain",281
2011-10-08,"2011-10-8",16,13,11,12,8,7,82,73,63,1023,1021,1020,10,10,10,24,19,NA,0,5,"Rain",274
2011-10-09,"2011-10-9",21,17,14,15,14,12,94,79,64,1020,1018,1016,10,10,9,35,18,NA,0,4,"Rain",249
2011-10-10,"2011-10-10",20,18,16,14,12,11,82,71,56,1019,1017,1016,10,10,10,40,31,61,0,5,"",250
2011-10-11,"2011-10-11",19,17,15,13,12,11,82,72,64,1020,1019,1017,10,10,10,35,29,48,0,5,"",249
2011-10-12,"2011-10-12",19,17,15,14,12,11,82,74,64,1024,1020,1019,10,10,10,23,18,NA,0,5,"",260
2011-10-13,"2011-10-13",17,14,13,13,11,8,88,79,67,1032,1029,1024,10,9,6,21,10,NA,0,6,"Rain",67
2011-10-14,"2011-10-14",16,13,10,8,6,3,76,62,42,1032,1030,1028,10,10,10,23,13,NA,0,5,"",101
2011-10-15,"2011-10-15",17,12,7,7,6,3,93,70,39,1028,1025,1023,10,10,10,14,6,NA,0,NA,"",98
2011-10-16,"2011-10-16",17,11,6,11,8,5,93,79,63,1024,1023,1022,10,9,7,14,5,NA,0,3,"",242
2011-10-17,"2011-10-17",17,13,9,10,9,7,88,73,55,1022,1017,1008,10,10,10,29,14,50,0,4,"Rain",220
2011-10-18,"2011-10-18",15,11,8,11,4,-1,88,63,36,1012,1010,1006,10,10,6,39,24,55,0,3,"Rain",253
2011-10-19,"2011-10-19",13,10,7,4,3,0,81,68,41,1024,1018,1012,10,10,10,32,18,NA,0,2,"",271
2011-10-20,"2011-10-20",12,8,5,3,2,0,81,67,44,1028,1027,1024,10,10,10,16,11,NA,0,1,"",265
2011-10-21,"2011-10-21",15,11,7,7,5,3,76,67,51,1027,1024,1022,10,10,10,21,11,NA,0,4,"",206
2011-10-22,"2011-10-22",14,10,6,8,5,2,87,69,44,1021,1015,1010,10,10,10,23,10,NA,0,6,"",140
2011-10-23,"2011-10-23",19,14,11,11,9,7,88,72,46,1010,1007,1002,10,10,10,32,18,42,0,4,"",142
2011-10-24,"2011-10-24",17,13,11,12,9,8,88,72,55,1002,996,993,10,10,10,32,24,NA,0,4,"Rain",114
2011-10-25,"2011-10-25",17,13,11,13,10,7,94,78,55,1000,996,993,10,10,10,19,13,NA,0,2,"Rain-Thunderstorm",158
2011-10-26,"2011-10-26",13,11,9,10,8,6,88,82,67,1008,1005,1000,10,10,4,23,10,27,0,3,"Rain",184
2011-10-27,"2011-10-27",14,13,12,12,10,9,94,85,77,1012,1008,1006,10,10,8,16,11,NA,0,4,"Rain",117
2011-10-28,"2011-10-28",15,12,10,13,10,7,100,84,63,1024,1021,1013,10,9,3,13,6,NA,0,6,"Rain",54
2011-10-29,"2011-10-29",16,14,13,12,11,8,94,80,59,1023,1020,1018,10,8,3,26,11,NA,0,3,"",198
2011-10-30,"2011-10-30",17,16,14,14,13,11,94,86,77,1019,1018,1017,10,10,8,23,18,NA,0,6,"",212
2011-10-31,"2011-10-31",16,14,13,14,12,10,94,83,72,1017,1013,1008,10,10,10,21,13,NA,0,5,"",171
2011-11-01,"2011-11-1",16,13,11,13,10,7,94,80,59,1013,1009,1006,10,10,8,16,10,NA,0,3,"Rain",209
2011-11-02,"2011-11-2",16,12,9,13,11,8,100,86,67,1012,1004,996,10,10,9,27,14,40,0,4,"Rain",120
2011-11-03,"2011-11-3",18,16,13,14,13,12,94,85,73,996,993,991,10,10,7,23,14,39,0,4,"Rain-Thunderstorm",135
2011-11-04,"2011-11-4",16,13,12,13,12,11,100,87,72,1002,995,990,10,9,1,16,8,NA,0,4,"Rain",175
2011-11-05,"2011-11-5",13,12,11,12,11,10,100,94,88,1007,1004,1002,10,6,3,13,5,NA,0,4,"",325
2011-11-06,"2011-11-6",12,11,10,8,8,7,87,78,72,1025,1024,1023,10,10,10,19,14,NA,0,7,"",3
2011-11-07,"2011-11-7",13,11,10,10,9,8,94,88,82,1024,1021,1016,10,5,2,16,13,NA,0,6,"Rain",20
2011-11-08,"2011-11-8",11,10,9,10,9,8,100,91,82,1016,1015,1014,10,5,2,24,11,27,0,7,"Rain",96
2011-11-09,"2011-11-9",15,12,10,11,10,9,100,87,67,1018,1016,1014,10,9,5,19,10,29,0,5,"Rain",126
2011-11-10,"2011-11-10",14,12,10,11,11,9,100,91,77,1019,1017,1017,10,7,3,16,10,NA,0,5,"",86
2011-11-11,"2011-11-11",12,10,9,11,9,8,100,95,87,1018,1016,1015,7,4,1,21,11,32,0,6,"Rain",108
2011-11-12,"2011-11-12",16,13,11,13,12,11,100,92,82,1030,1025,1019,10,5,0,19,10,NA,0,6,"Fog-Rain",112
2011-11-13,"2011-11-13",15,12,10,11,11,9,100,90,77,1030,1028,1026,9,4,2,23,14,NA,0,5,"",83
2011-11-14,"2011-11-14",10,9,8,9,8,7,100,94,87,1026,1023,1021,5,3,1,23,13,NA,0,6,"",97
2011-11-15,"2011-11-15",11,8,6,8,7,5,93,87,76,1021,1019,1017,9,6,3,24,14,NA,0,6,"",75
2011-11-16,"2011-11-16",9,7,5,8,6,4,100,92,81,1019,1017,1016,7,4,2,16,10,32,0,6,"",107
2011-11-17,"2011-11-17",15,12,9,11,9,6,100,82,59,1020,1019,1017,10,9,3,21,8,NA,0,5,"",186
2011-11-18,"2011-11-18",15,12,9,11,9,7,94,83,67,1019,1018,1017,10,10,10,19,11,27,0,2,"",158
2011-11-19,"2011-11-19",14,10,7,9,8,7,100,90,72,1019,1017,1016,10,6,1,14,10,NA,0,5,"",101
2011-11-20,"2011-11-20",8,0,-7,8,5,-12,100,93,27,1020,1019,1017,4,1,0,10,3,NA,0,6,"Fog-Rain",83
2011-11-21,"2011-11-21",10,8,6,9,8,6,100,94,87,1017,1015,1014,5,2,0,19,10,NA,0,6,"Fog",93
2011-11-22,"2011-11-22",13,11,9,13,10,9,100,97,82,1024,1019,1015,10,4,0,13,5,NA,0,6,"Fog-Rain",33
2011-11-23,"2011-11-23",11,7,4,11,7,4,100,93,76,1029,1027,1024,10,6,0,14,6,NA,0,2,"Fog",238
2011-11-24,"2011-11-24",13,11,10,10,8,6,94,84,71,1029,1027,1022,10,10,9,24,13,NA,0,2,"",208
2011-11-25,"2011-11-25",13,10,8,11,7,4,88,74,58,1029,1024,1020,10,10,10,32,21,NA,0,3,"Rain",241
2011-11-26,"2011-11-26",13,10,8,8,7,5,87,75,67,1029,1025,1019,10,10,10,34,21,52,0,5,"",240
2011-11-27,"2011-11-27",14,10,6,10,6,2,82,67,47,1029,1021,1014,10,10,10,42,26,58,0,5,"Rain",253
2011-11-28,"2011-11-28",13,8,3,11,4,1,94,80,62,1028,1022,1015,10,10,10,21,8,NA,0,6,"",199
2011-11-29,"2011-11-29",14,10,7,11,8,3,88,78,66,1017,1010,1003,10,10,5,35,23,58,0,5,"Rain",213
2011-11-30,"2011-11-30",12,9,7,7,5,3,82,72,62,1023,1019,1010,10,10,6,27,18,NA,0,2,"Rain",209
2011-12-01,"2011-12-1",13,10,7,10,7,3,93,78,54,1009,1007,1005,10,10,5,34,18,48,0,4,"Rain",221
2011-12-02,"2011-12-2",9,6,4,7,4,2,93,82,71,1015,1012,1007,10,10,10,27,11,NA,0,3,"Rain",236
2011-12-03,"2011-12-3",12,10,9,10,6,2,94,74,54,1006,1003,1000,10,10,10,34,24,47,0,4,"Rain",248
2011-12-04,"2011-12-4",9,7,5,7,4,2,87,78,66,1004,1001,997,10,10,8,26,18,NA,0,3,"Rain",251
2011-12-05,"2011-12-5",7,6,4,2,1,-1,81,73,57,1007,1006,1002,10,10,10,32,24,45,0,1,"",249
2011-12-06,"2011-12-6",7,6,4,4,2,1,87,78,66,1009,1007,1005,10,10,10,26,19,NA,0,3,"Rain",241
2011-12-07,"2011-12-7",9,7,6,6,2,-2,87,64,46,1020,1009,1001,10,10,10,45,27,63,0,2,"Rain",258
2011-12-08,"2011-12-8",13,9,5,10,6,1,87,77,62,1020,1010,1001,10,10,10,40,24,66,0,5,"Rain",235
2011-12-09,"2011-12-9",8,6,3,2,0,-2,81,66,57,1014,1010,1006,10,10,10,35,26,NA,0,1,"",251
2011-12-10,"2011-12-10",6,3,1,1,-1,-1,87,76,61,1016,1015,1014,10,10,10,19,14,NA,0,4,"",236
2011-12-11,"2011-12-11",9,7,4,7,4,1,93,82,71,1015,1007,1000,10,10,9,24,11,45,0,5,"Rain",205
2011-12-12,"2011-12-12",11,7,4,8,4,2,93,80,62,1007,1002,987,10,10,8,39,21,61,0,3,"Rain",228
2011-12-13,"2011-12-13",13,9,5,10,3,-1,88,69,53,995,990,984,10,10,6,50,31,72,0,3,"Rain-Hail",232
2011-12-14,"2011-12-14",7,6,5,3,1,0,81,74,66,997,994,990,10,10,10,34,16,50,0,1,"Rain",224
2011-12-15,"2011-12-15",9,7,5,3,2,0,87,72,61,1001,996,987,10,10,8,37,19,58,0,4,"Rain",221
2011-12-16,"2011-12-16",5,3,2,4,2,0,93,85,70,1002,988,979,10,9,6,29,21,NA,0,5,"Rain-Snow",313
2011-12-17,"2011-12-17",6,3,1,2,1,0,93,83,70,1013,1008,1002,10,10,7,23,14,NA,0,4,"Rain",272
2011-12-18,"2011-12-18",6,3,0,1,-1,-2,93,82,70,1019,1016,1013,10,10,10,24,14,NA,0,3,"Rain-Snow",277
2011-12-19,"2011-12-19",8,4,0,6,3,-1,93,90,81,1019,1014,1009,10,10,6,19,11,NA,0,4,"Rain",232
2011-12-20,"2011-12-20",8,7,7,5,3,2,87,76,66,1019,1015,1010,10,10,10,29,18,NA,0,3,"Rain",269
2011-12-21,"2011-12-21",13,9,6,11,8,5,100,89,82,1022,1018,1014,10,9,3,26,11,NA,0,5,"Rain",260
2011-12-22,"2011-12-22",13,11,9,9,8,7,93,83,72,1025,1024,1022,10,10,10,24,19,NA,0,4,"",247
2011-12-23,"2011-12-23",12,9,6,9,7,1,88,81,70,1023,1017,1009,10,10,8,39,21,NA,0,6,"Rain",246
2011-12-24,"2011-12-24",9,7,4,6,3,0,87,76,70,1031,1028,1022,10,10,10,27,21,NA,0,3,"Rain",247
2011-12-25,"2011-12-25",12,10,9,9,7,6,82,79,72,1031,1028,1026,10,10,10,29,23,39,0,7,"",239
2011-12-26,"2011-12-26",13,11,10,10,8,5,88,81,71,1034,1033,1031,10,10,10,26,21,42,0,6,"",238
2011-12-27,"2011-12-27",11,9,8,6,5,4,87,72,67,1035,1032,1027,10,10,10,26,18,NA,0,7,"",225
2011-12-28,"2011-12-28",11,9,6,9,4,1,94,73,58,1026,1021,1018,10,10,7,35,21,NA,0,4,"Rain",233
2011-12-29,"2011-12-29",10,8,6,6,3,0,87,72,66,1025,1020,1015,10,10,6,40,27,61,0,4,"Rain",256
2011-12-30,"2011-12-30",11,8,6,10,4,1,94,79,66,1020,1016,1010,10,9,5,32,23,NA,0,5,"Rain",251
2011-12-31,"2011-12-31",13,12,11,11,10,9,94,85,82,1011,1009,1008,10,10,10,26,19,NA,0,6,"Rain",245
2012-01-01,"2012-1-1",13,11,8,11,9,6,100,87,77,1008,1005,1000,10,9,5,24,18,NA,0,5,"Rain",227
2012-01-02,"2012-1-2",8,7,6,5,3,1,87,75,62,1013,1008,1003,10,10,10,29,19,NA,0,1,"",239
2012-01-03,"2012-1-3",13,9,6,11,6,0,88,77,57,1011,1003,994,10,9,5,50,31,74,0,5,"Rain",232
2012-01-04,"2012-1-4",10,8,6,7,3,0,87,73,61,1020,1013,1002,10,10,6,47,31,66,0,5,"Rain",249
2012-01-05,"2012-1-5",12,9,7,8,4,2,82,69,58,1017,1004,997,10,10,6,52,40,76,0,4,"Rain",281
2012-01-06,"2012-1-6",10,7,5,7,3,2,87,76,66,1027,1023,1018,10,10,10,26,18,NA,0,4,"",271
2012-01-07,"2012-1-7",11,9,8,8,4,2,87,70,58,1024,1021,1017,10,10,10,29,23,NA,0,5,"",269
2012-01-08,"2012-1-8",10,9,8,7,4,3,87,71,66,1028,1026,1024,10,10,10,23,18,NA,0,7,"",267
2012-01-09,"2012-1-9",12,10,9,8,7,6,87,79,72,1033,1029,1027,10,10,6,24,16,NA,0,6,"",253
2012-01-10,"2012-1-10",11,10,9,8,8,6,93,83,76,1033,1033,1032,10,10,10,21,14,NA,0,6,"",245
2012-01-11,"2012-1-11",11,9,8,8,6,4,82,79,71,1034,1032,1030,10,10,10,23,16,NA,0,5,"",245
2012-01-12,"2012-1-12",13,9,5,8,6,3,87,78,62,1031,1027,1025,10,10,10,29,21,NA,0,5,"Rain",269
2012-01-13,"2012-1-13",6,3,1,2,1,0,93,83,70,1034,1033,1031,10,10,9,13,8,NA,0,1,"",316
2012-01-14,"2012-1-14",6,2,-1,1,0,-1,100,87,66,1033,1030,1027,10,9,6,10,3,NA,0,5,"Fog",87
2012-01-15,"2012-1-15",6,3,1,1,0,-1,93,80,61,1027,1025,1024,10,10,8,21,8,NA,0,3,"",95
2012-01-16,"2012-1-16",6,3,1,0,-1,-2,93,78,57,1028,1026,1024,10,9,6,14,8,NA,0,NA,"",85
2012-01-17,"2012-1-17",6,2,-1,3,0,-2,93,81,66,1029,1028,1027,10,10,7,13,5,NA,0,5,"",153
2012-01-18,"2012-1-18",12,8,5,10,8,4,94,89,87,1027,1024,1021,10,8,3,23,14,NA,0,6,"Rain",229
2012-01-19,"2012-1-19",12,9,7,11,7,2,94,82,62,1021,1018,1016,10,9,4,35,21,45,0,4,"Rain",261
2012-01-20,"2012-1-20",10,8,6,6,4,1,82,75,70,1020,1019,1016,10,10,8,34,26,45,0,5,"Rain",258
2012-01-21,"2012-1-21",12,10,8,9,5,1,88,71,54,1016,1012,1009,10,10,10,45,26,63,0,5,"Rain",264
2012-01-22,"2012-1-22",12,9,6,5,2,1,76,65,50,1018,1014,1011,10,10,10,39,24,53,0,4,"",268
2012-01-23,"2012-1-23",8,7,4,3,2,1,87,73,66,1021,1019,1017,10,10,10,24,18,NA,0,1,"",268
2012-01-24,"2012-1-24",10,7,3,9,6,2,100,91,87,1022,1019,1016,10,8,3,16,11,NA,0,6,"Rain",230
2012-01-25,"2012-1-25",10,9,9,9,7,5,94,86,76,1018,1015,1010,10,9,2,26,13,NA,0,6,"Rain",222
2012-01-26,"2012-1-26",10,7,4,7,3,0,93,76,54,1015,1009,1006,10,10,6,34,18,NA,0,4,"Rain",211
2012-01-27,"2012-1-27",9,7,4,2,1,-1,87,73,53,1022,1019,1015,10,10,10,21,13,NA,0,2,"",239
2012-01-28,"2012-1-28",6,3,2,3,2,1,93,85,76,1032,1028,1022,10,10,5,13,8,NA,0,5,"",348
2012-01-29,"2012-1-29",4,3,2,2,1,-1,100,91,81,1032,1031,1029,10,6,1,19,6,NA,0,6,"Rain",51
2012-01-30,"2012-1-30",4,2,1,1,-1,-3,93,80,61,1028,1026,1023,10,8,4,11,5,NA,0,5,"Rain",360
2012-01-31,"2012-1-31",2,1,0,0,-1,-3,93,85,75,1029,1026,1024,9,7,3,16,6,NA,0,5,"Rain-Snow",38
2012-02-01,"2012-2-1",3,1,-1,-2,-4,-7,81,68,48,1035,1033,1029,10,9,8,29,16,47,0,4,"",47
2012-02-02,"2012-2-2",1,-1,-2,-6,-8,-10,74,60,44,1038,1036,1035,10,10,10,29,13,NA,0,1,"",43
2012-02-03,"2012-2-3",2,0,-2,-4,-6,-8,80,69,55,1040,1039,1037,10,10,10,14,10,NA,0,3,"",343
2012-02-04,"2012-2-4",1,-1,-3,0,-4,-6,100,81,70,1039,1036,1025,10,8,1,23,8,NA,0,5,"Snow",159
2012-02-05,"2012-2-5",2,1,0,1,1,0,100,93,87,1032,1027,1023,10,7,1,10,6,NA,0,6,"Rain-Snow",139
2012-02-06,"2012-2-6",3,1,0,2,1,0,100,94,87,1036,1033,1031,9,3,0,11,5,NA,0,6,"Fog-Rain",91
2012-02-07,"2012-2-7",2,-1,-3,1,-4,-8,100,77,60,1043,1040,1036,10,7,2,21,10,NA,0,5,"",74
2012-02-08,"2012-2-8",1,-1,-2,-2,-3,-6,87,80,74,1042,1041,1040,10,10,10,16,11,NA,0,7,"Snow",30
2012-02-09,"2012-2-9",2,0,-1,0,-2,-4,100,82,70,1041,1039,1038,10,8,1,13,6,NA,0,6,"Snow",84
2012-02-10,"2012-2-10",2,-1,-3,-1,-3,-7,93,80,56,1039,1038,1037,10,8,5,16,8,37,0,4,"Rain-Snow",93
2012-02-11,"2012-2-11",1,-3,-6,-4,-6,-7,93,80,65,1037,1037,1036,10,8,5,10,5,NA,0,3,"",8
2012-02-12,"2012-2-12",5,0,-4,3,-1,-5,93,88,80,1037,1034,1033,10,8,4,13,5,NA,0,5,"Rain",284
2012-02-13,"2012-2-13",6,3,1,5,2,1,100,88,76,1033,1027,1022,10,8,3,23,10,NA,0,5,"Rain",288
2012-02-14,"2012-2-14",8,6,4,4,2,1,87,76,66,1026,1024,1022,10,10,10,23,16,NA,0,4,"Rain",314
2012-02-15,"2012-2-15",10,8,7,5,3,2,87,71,62,1028,1025,1022,10,10,10,27,19,47,0,5,"Rain",308
2012-02-16,"2012-2-16",10,8,6,4,3,2,81,71,58,1028,1027,1025,10,10,10,23,13,NA,0,4,"Rain",272
2012-02-17,"2012-2-17",12,9,7,8,7,5,93,82,76,1025,1023,1018,10,10,9,23,14,NA,0,5,"Rain",241
2012-02-18,"2012-2-18",11,7,4,7,3,-1,87,73,58,1018,1012,1007,10,10,10,35,24,58,0,6,"Rain",252
2012-02-19,"2012-2-19",6,3,1,-1,-3,-6,75,62,42,1033,1024,1015,10,10,10,24,18,NA,0,2,"",298
2012-02-20,"2012-2-20",9,4,0,3,-2,-4,81,64,43,1033,1032,1030,10,10,10,24,10,NA,0,3,"",225
2012-02-21,"2012-2-21",12,9,6,6,4,3,82,72,54,1029,1029,1028,10,10,10,27,19,NA,0,5,"",240
2012-02-22,"2012-2-22",11,9,7,9,6,4,94,81,66,1029,1023,1018,10,10,5,35,21,48,0,6,"Rain",223
2012-02-23,"2012-2-23",17,13,10,11,10,8,94,81,63,1026,1023,1019,10,10,10,29,18,NA,0,4,"",251
